0,1,2
X1,X1,1
X312,X1,2
X10,X10,1
X918,X10,1
X100,X100,1
X14,X100,1
X1000,X1000,1
X195,X1000,3
X101,X101,1
X845,X101,1
X102,X102,1
X886,X102,7
X103,X103,1
X402,X103,4
X104,X104,1
X488,X104,7
X105,X105,1
X19,X105,4
X106,X106,1
X895,X106,1
X107,X107,1
X438,X107,1
X108,X108,1
X64,X108,8
X109,X109,1
X635,X109,7
X11,X11,1
X125,X11,1
X110,X110,1
X119,X110,10
X111,X111,1
X463,X111,5
X112,X112,1
X943,X112,10
X113,X113,1
X399,X113,1
X114,X114,1
X753,X114,7
X115,X115,1
X128,X115,8
X116,X116,1
X837,X116,5
X117,X117,1
X45,X117,10
X118,X118,1
X965,X118,8
X119,X119,1
X431,X119,8
X12,X12,1
X99,X12,3
X120,X120,1
X592,X120,4
X121,X121,1
X809,X121,5
X122,X122,1
X670,X122,4
X123,X123,1
X331,X123,3
X124,X124,1
X775,X124,1
X125,X125,1
X632,X125,3
X126,X126,1
X441,X126,6
X127,X127,1
X747,X127,5
X128,X128,1
X696,X128,2
X129,X129,1
X297,X129,10
X13,X13,1
X382,X13,5
X130,X130,1
X948,X130,5
X131,X131,1
X193,X131,7
X132,X132,1
X453,X132,1
X133,X133,1
X270,X133,1
X134,X134,1
X254,X134,7
X135,X135,1
X347,X135,9
X136,X136,1
X647,X136,1
X137,X137,1
X906,X137,2
X138,X138,1
X140,X138,9
X139,X139,1
X663,X139,6
X14,X14,1
X279,X14,7
X140,X140,1
X994,X140,9
X141,X141,1
X911,X141,10
X142,X142,1
X97,X142,8
X143,X143,1
X479,X143,4
X144,X144,1
X463,X144,1
X145,X145,1
X665,X145,1
X146,X146,1
X440,X146,3
X147,X147,1
X416,X147,6
X148,X148,1
X769,X148,3
X149,X149,1
X848,X149,6
X15,X15,1
X487,X15,10
X150,X150,1
X51,X150,7
X151,X151,1
X56,X151,9
X152,X152,1
X828,X152,8
X153,X153,1
X233,X153,8
X154,X154,1
X211,X154,1
X155,X155,1
X878,X155,7
X156,X156,1
X959,X156,5
X157,X157,1
X417,X157,8
X158,X158,1
X565,X158,2
X159,X159,1
X83,X159,10
X16,X16,1
X92,X16,2
X160,X160,1
X136,X160,1
X161,X161,1
X920,X161,4
X162,X162,1
X378,X162,6
X163,X163,1
X709,X163,9
X164,X164,1
X21,X164,3
X165,X165,1
X850,X165,8
X166,X166,1
X293,X166,6
X167,X167,1
X944,X167,2
X168,X168,1
X470,X168,1
X169,X169,1
X832,X169,2
X17,X17,1
X80,X17,6
X170,X170,1
X280,X170,9
X171,X171,1
X616,X171,1
X172,X172,1
X980,X172,8
X173,X173,1
X865,X173,6
X174,X174,1
X294,X174,1
X175,X175,1
X491,X175,1
X176,X176,1
X134,X176,8
X177,X177,1
X401,X177,4
X178,X178,1
X519,X178,9
X179,X179,1
X955,X179,9
X18,X18,1
X209,X18,8
X180,X180,1
X376,X180,6
X181,X181,1
X403,X181,3
X182,X182,1
X175,X182,9
X183,X183,1
X858,X183,6
X184,X184,1
X113,X184,10
X185,X185,1
X742,X185,1
X186,X186,1
X335,X186,6
X187,X187,1
X73,X187,9
X188,X188,1
X871,X188,10
X189,X189,1
X15,X189,9
X19,X19,1
X527,X19,2
X190,X190,1
X710,X190,3
X191,X191,1
X43,X191,4
X192,X192,1
X968,X192,1
X193,X193,1
X795,X193,6
X194,X194,1
X148,X194,1
X195,X195,1
X50,X195,5
X196,X196,1
X473,X196,5
X197,X197,1
X695,X197,1
X198,X198,1
X477,X198,1
X199,X199,1
X630,X199,9
X2,X2,1
X121,X2,8
X20,X20,1
X11,X20,7
X200,X200,1
X145,X200,8
X201,X201,1
X186,X201,6
X202,X202,1
X207,X202,7
X203,X203,1
X212,X203,10
X204,X204,1
X51,X204,4
X205,X205,1
X47,X205,10
X206,X206,1
X977,X206,3
X207,X207,1
X183,X207,1
X208,X208,1
X762,X208,3
X209,X209,1
X388,X209,9
X21,X21,1
X922,X21,7
X210,X210,1
X907,X210,10
X211,X211,1
X207,X211,1
X212,X212,1
X872,X212,6
X213,X213,1
X178,X213,6
X214,X214,1
X79,X214,1
X215,X215,1
X753,X215,5
X216,X216,1
X747,X216,2
X217,X217,1
X706,X217,5
X218,X218,1
X970,X218,5
X219,X219,1
X215,X219,9
X22,X22,1
X584,X22,9
X220,X220,1
X503,X220,8
X221,X221,1
X534,X221,10
X222,X222,1
X943,X222,5
X223,X223,1
X617,X223,7
X224,X224,1
X716,X224,5
X225,X225,1
X606,X225,8
X226,X226,1
X365,X226,3
X227,X227,1
X4,X227,9
X228,X228,1
X919,X228,5
X229,X229,1
X516,X229,2
X23,X23,1
X7,X23,6
X230,X230,1
X671,X230,5
X231,X231,1
X658,X231,4
X232,X232,1
X168,X232,4
X233,X233,1
X364,X233,9
X234,X234,1
X900,X234,9
X235,X235,1
X459,X235,10
X236,X236,1
X284,X236,2
X237,X237,1
X466,X237,2
X238,X238,1
X763,X238,9
X239,X239,1
X624,X239,10
X24,X24,1
X50,X24,9
X240,X240,1
X66,X240,8
X241,X241,1
X390,X241,3
X242,X242,1
X427,X242,5
X243,X243,1
X179,X243,2
X244,X244,1
X119,X244,4
X245,X245,1
X839,X245,6
X246,X246,1
X62,X246,2
X247,X247,1
X624,X247,2
X248,X248,1
X132,X248,8
X249,X249,1
X81,X249,4
X25,X25,1
X361,X25,4
X250,X250,1
X426,X250,5
X251,X251,1
X436,X251,2
X252,X252,1
X339,X252,8
X253,X253,1
X676,X253,10
X254,X254,1
X72,X254,3
X255,X255,1
X957,X255,4
X256,X256,1
X287,X256,3
X257,X257,1
X78,X257,10
X258,X258,1
X430,X258,4
X259,X259,1
X783,X259,8
X26,X26,1
X716,X26,8
X260,X260,1
X25,X260,9
X261,X261,1
X904,X261,5
X262,X262,1
X110,X262,8
X263,X263,1
X27,X263,8
X264,X264,1
X304,X264,4
X265,X265,1
X227,X265,2
X266,X266,1
X605,X266,9
X267,X267,1
X8,X267,9
X268,X268,1
X13,X268,5
X269,X269,1
X160,X269,6
X27,X27,1
X121,X27,1
X270,X270,1
X420,X270,6
X271,X271,1
X102,X271,2
X272,X272,1
X289,X272,6
X273,X273,1
X693,X273,4
X274,X274,1
X495,X274,9
X275,X275,1
X413,X275,3
X276,X276,1
X571,X276,10
X277,X277,1
X94,X277,4
X278,X278,1
X639,X278,10
X279,X279,1
X868,X279,2
X28,X28,1
X828,X28,9
X280,X280,1
X914,X280,5
X281,X281,1
X33,X281,7
X282,X282,1
X731,X282,1
X283,X283,1
X813,X283,6
X284,X284,1
X899,X284,10
X285,X285,1
X12,X285,9
X286,X286,1
X464,X286,9
X287,X287,1
X559,X287,1
X288,X288,1
X925,X288,1
X289,X289,1
X450,X289,4
X29,X29,1
X523,X29,10
X290,X290,1
X492,X290,2
X291,X291,1
X553,X291,4
X292,X292,1
X654,X292,1
X293,X293,1
X63,X293,2
X294,X294,1
X540,X294,1
X295,X295,1
X962,X295,3
X296,X296,1
X432,X296,9
X297,X297,1
X819,X297,1
X298,X298,1
X875,X298,7
X299,X299,1
X441,X299,3
X3,X3,1
X700,X3,10
X30,X30,1
X710,X30,5
X300,X300,1
X402,X300,2
X301,X301,1
X3,X301,9
X302,X302,1
X777,X302,10
X303,X303,1
X716,X303,1
X304,X304,1
X31,X304,5
X305,X305,1
X642,X305,7
X306,X306,1
X705,X306,6
X307,X307,1
X194,X307,1
X308,X308,1
X169,X308,3
X309,X309,1
X897,X309,7
X31,X31,1
X560,X31,7
X310,X310,1
X530,X310,8
X311,X311,1
X160,X311,4
X312,X312,1
X77,X312,2
X313,X313,1
X382,X313,1
X314,X314,1
X964,X314,5
X315,X315,1
X967,X315,7
X316,X316,1
X113,X316,7
X317,X317,1
X166,X317,2
X318,X318,1
X872,X318,1
X319,X319,1
X860,X319,3
X32,X32,1
X441,X32,8
X320,X320,1
X780,X320,5
X321,X321,1
X500,X321,7
X322,X322,1
X502,X322,10
X323,X323,1
X464,X323,2
X324,X324,1
X843,X324,4
X325,X325,1
X84,X325,10
X326,X326,1
X302,X326,8
X327,X327,1
X951,X327,2
X328,X328,1
X712,X328,9
X329,X329,1
X558,X329,6
X33,X33,1
X512,X33,1
X330,X330,1
X153,X330,1
X331,X331,1
X301,X331,2
X332,X332,1
X611,X332,5
X333,X333,1
X549,X333,3
X334,X334,1
X95,X334,3
X335,X335,1
X586,X335,4
X336,X336,1
X622,X336,5
X337,X337,1
X576,X337,7
X338,X338,1
X31,X338,2
X339,X339,1
X274,X339,10
X34,X34,1
X499,X34,1
X340,X340,1
X572,X340,6
X341,X341,1
X850,X341,6
X342,X342,1
X675,X342,3
X343,X343,1
X490,X343,2
X344,X344,1
X363,X344,3
X345,X345,1
X26,X345,3
X346,X346,1
X63,X346,1
X347,X347,1
X144,X347,5
X348,X348,1
X715,X348,3
X349,X349,1
X429,X349,10
X35,X35,1
X684,X35,2
X350,X350,1
X358,X350,3
X351,X351,1
X931,X351,6
X352,X352,1
X226,X352,5
X353,X353,1
X191,X353,6
X354,X354,1
X838,X354,6
X355,X355,1
X315,X355,10
X356,X356,1
X984,X356,2
X357,X357,1
X364,X357,3
X358,X358,1
X536,X358,8
X359,X359,1
X841,X359,5
X36,X36,1
X66,X36,9
X360,X360,1
X949,X360,4
X361,X361,1
X302,X361,3
X362,X362,1
X42,X362,2
X363,X363,1
X621,X363,9
X364,X364,1
X210,X364,1
X365,X365,1
X530,X365,3
X366,X366,1
X212,X366,3
X367,X367,1
X614,X367,5
X368,X368,1
X168,X368,2
X369,X369,1
X590,X369,4
X37,X37,1
X221,X37,1
X370,X370,1
X2,X370,9
X371,X371,1
X643,X371,8
X372,X372,1
X241,X372,1
X373,X373,1
X326,X373,6
X374,X374,1
X17,X374,1
X375,X375,1
X799,X375,5
X376,X376,1
X428,X376,8
X377,X377,1
X916,X377,9
X378,X378,1
X604,X378,8
X379,X379,1
X154,X379,8
X38,X38,1
X930,X38,8
X380,X380,1
X524,X380,2
X381,X381,1
X206,X381,7
X382,X382,1
X451,X382,3
X383,X383,1
X288,X383,6
X384,X384,1
X896,X384,3
X385,X385,1
X122,X385,9
X386,X386,1
X328,X386,9
X387,X387,1
X966,X387,7
X388,X388,1
X782,X388,3
X389,X389,1
X763,X389,8
X39,X39,1
X314,X39,8
X390,X390,1
X685,X390,5
X391,X391,1
X610,X391,6
X392,X392,1
X262,X392,1
X393,X393,1
X535,X393,10
X394,X394,1
X928,X394,10
X395,X395,1
X915,X395,9
X396,X396,1
X369,X396,8
X397,X397,1
X130,X397,3
X398,X398,1
X794,X398,7
X399,X399,1
X103,X399,1
X4,X4,1
