0,0,1
5,0,1
0,0,2
0,0,3
0,0,4
73,0,4
85,0,4
0,0,5
28,0,5
64,0,5
1,1,1
40,1,1
1,1,2
77,1,2
98,1,2
1,1,3
67,1,3
1,1,4
83,1,4
1,1,5
2,2,1
62,2,1
2,2,2
2,2,3
59,2,3
67,2,3
2,2,4
40,2,4
2,2,5
32,2,5
3,3,1
94,3,1
3,3,2
3,3,3
57,3,3
3,3,4
9,3,4
50,3,4
90,3,4
3,3,5
4,4,1
93,4,1
4,4,2
52,4,2
4,4,3
4,4,4
28,4,4
83,4,4
4,4,5
97,4,5
5,5,1
80,5,1
5,5,2
5,5,3
23,5,3
43,5,3
5,5,4
18,5,4
93,5,4
5,5,5
6,6,1
22,6,1
96,6,1
6,6,2
27,6,2
65,6,2
6,6,3
80,6,3
6,6,4
6,6,5
7,7,1
13,7,1
7,7,2
7,7,3
9,7,3
7,7,4
81,7,4
4,7,5
7,7,5
85,7,5
8,8,1
0,8,2
8,8,2
48,8,2
64,8,2
8,8,3
49,8,3
8,8,4
86,8,4
8,8,5
9,9,1
14,9,1
73,9,1
82,9,1
9,9,2
9,9,3
91,9,3
9,9,4
9,9,5
63,9,5
10,10,1
31,10,1
10,10,2
96,10,2
6,10,3
10,10,3
66,10,3
10,10,4
91,10,4
10,10,5
7,11,1
11,11,1
11,11,2
17,11,2
11,11,3
11,11,4
12,11,4
67,11,4
11,11,5
92,11,5
12,12,1
50,12,1
8,12,2
12,12,2
12,12,3
12,12,4
43,12,4
80,12,4
12,12,5
91,12,5
13,13,1
13,13,2
13,13,3
68,13,3
13,13,4
43,13,4
79,13,4
96,13,4
10,13,5
13,13,5
14,14,1
91,14,1
14,14,2
27,14,2
14,14,3
42,14,3
76,14,3
13,14,4
14,14,4
14,14,5
3,15,1
15,15,1
80,15,1
15,15,2
15,15,3
82,15,3
15,15,4
12,15,5
15,15,5
58,15,5
16,16,1
16,16,2
21,16,2
67,16,2
15,16,3
16,16,3
16,16,4
16,16,5
62,16,5
90,16,5
17,17,1
30,17,1
42,17,1
17,17,2
17,17,3
17,17,4
58,17,4
17,17,5
72,17,5
77,17,5
18,18,1
63,18,1
18,18,2
18,18,3
19,18,3
75,18,3
18,18,4
18,18,5
47,18,5
84,18,5
19,19,1
88,19,1
94,19,1
19,19,2
19,19,3
19,19,4
46,19,4
0,19,5
19,19,5
55,19,5
9,20,1
20,20,1
20,20,2
92,20,2
20,20,3
82,20,3
20,20,4
20,20,5
53,20,5
76,20,5
21,21,1
78,21,1
21,21,2
9,21,3
17,21,3
21,21,3
50,21,3
21,21,4
21,21,5
76,21,5
22,22,1
97,22,1
22,22,2
22,22,3
22,22,4
45,22,4
47,22,4
78,22,4
8,22,5
22,22,5
19,23,1
23,23,1
23,23,2
74,23,2
23,23,3
17,23,4
23,23,4
11,23,5
23,23,5
92,23,5
24,24,1
24,24,2
38,24,2
49,24,2
72,24,2
24,24,3
24,24,4
52,24,4
86,24,4
24,24,5
25,25,1
55,25,1
94,25,1
25,25,2
25,25,3
38,25,3
97,25,3
4,25,4
25,25,4
25,25,5
26,26,1
26,26,2
91,26,2
14,26,3
26,26,3
24,26,4
26,26,4
34,26,4
25,26,5
26,26,5
27,27,1
98,27,1
27,27,2
51,27,2
27,27,3
97,27,3
27,27,4
73,27,4
4,27,5
27,27,5
15,28,1
28,28,1
98,28,1
28,28,2
46,28,2
28,28,3
28,28,4
77,28,4
16,28,5
28,28,5
29,29,1
29,29,2
8,29,3
13,29,3
29,29,3
29,29,4
32,29,4
64,29,4
29,29,5
78,29,5
30,30,1
62,30,1
68,30,1
30,30,2
13,30,3
30,30,3
91,30,3
30,30,4
30,30,5
67,30,5
31,31,1
94,31,1
4,31,2
13,31,2
31,31,2
31,31,3
24,31,4
31,31,4
31,31,5
37,31,5
32,32,1
73,32,1
32,32,2
32,32,3
97,32,3
32,32,4
85,32,4
17,32,5
32,32,5
81,32,5
33,33,1
33,33,2
45,33,2
78,33,2
33,33,3
23,33,4
33,33,4
33,33,5
36,33,5
41,33,5
34,34,1
71,34,1
95,34,1
34,34,2
99,34,2
34,34,3
72,34,3
34,34,4
34,34,5
85,34,5
16,35,1
35,35,1
35,35,2
35,35,3
35,35,4
20,35,5
35,35,5
71,35,5
72,35,5
87,35,5
10,36,1
36,36,1
36,36,2
27,36,3
36,36,3
6,36,4
36,36,4
78,36,4
13,36,5
36,36,5
37,37,1
11,37,2
37,37,2
76,37,2
81,37,2
37,37,3
64,37,3
37,37,4
37,37,5
65,37,5
38,38,1
38,38,2
68,38,2
89,38,2
97,38,2
38,38,3
99,38,3
38,38,4
24,38,5
38,38,5
39,39,1
39,39,2
45,39,2
89,39,2
39,39,3
33,39,4
39,39,4
39,39,5
42,39,5
93,39,5
2,40,1
17,40,1
40,40,1
33,40,2
40,40,2
40,40,3
40,40,4
19,40,5
40,40,5
98,40,5
12,41,1
24,41,1
41,41,1
41,41,2
51,41,2
35,41,3
41,41,3
41,41,4
41,41,5
45,41,5
42,42,1
58,42,1
42,42,2
76,42,2
28,42,3
42,42,3
66,42,3
42,42,4
42,42,5
63,42,5
43,43,1
37,43,2
43,43,2
43,43,3
50,43,3
43,43,4
32,43,5
43,43,5
67,43,5
71,43,5
44,44,1
44,44,2
22,44,3
42,44,3
44,44,3
44,44,4
66,44,4
68,44,4
44,44,5
89,44,5
45,45,1
45,45,2
16,45,3
45,45,3
92,45,3
45,45,4
59,45,4
23,45,5
45,45,5
94,45,5
46,46,1
9,46,2
17,46,2
46,46,2
76,46,2
46,46,3
49,46,3
46,46,4
84,46,4
46,46,5
47,47,1
47,47,2
94,47,2
47,47,3
51,47,3
2,47,4
7,47,4
27,47,4
47,47,4
47,47,5
48,48,1
48,48,2
48,48,3
83,48,3
25,48,4
28,48,4
48,48,4
62,48,4
48,48,5
82,48,5
7,49,1
49,49,1
49,49,2
49,49,3
8,49,4
49,49,4
59,49,4
85,49,4
49,49,5
56,49,5
50,50,1
64,50,1
74,50,1
48,50,2
50,50,2
25,50,3
50,50,3
50,50,4
50,50,5
95,50,5
51,51,1
11,51,2
42,51,2
51,51,2
0,51,3
51,51,3
51,51,4
91,51,4
6,51,5
51,51,5
52,52,1
70,52,1
52,52,2
8,52,3
51,52,3
52,52,3
80,52,3
52,52,4
44,52,5
52,52,5
49,53,1
53,53,1
56,53,1
53,53,2
87,53,2
39,53,3
53,53,3
53,53,4
2,53,5
53,53,5
54,54,1
21,54,2
36,54,2
54,54,2
93,54,2
54,54,3
26,54,4
54,54,4
54,54,5
83,54,5
55,55,1
81,55,1
55,55,2
57,55,2
55,55,3
55,55,4
9,55,5
11,55,5
55,55,5
60,55,5
37,56,1
56,56,1
52,56,2
56,56,2
40,56,3
56,56,3
86,56,3
34,56,4
56,56,4
56,56,5
55,57,1
57,57,1
22,57,2
52,57,2
57,57,2
57,57,3
1,57,4
57,57,4
57,57,5
83,57,5
58,58,1
58,58,2
9,58,3
58,58,3
96,58,3
28,58,4
53,58,4
58,58,4
93,58,4
58,58,5
59,59,1
80,59,1
87,59,1
59,59,2
59,59,3
59,59,4
92,59,4
26,59,5
33,59,5
59,59,5
60,60,1
46,60,2
60,60,2
15,60,3
60,60,3
59,60,4
60,60,4
70,60,4
28,60,5
60,60,5
61,61,1
79,61,1
61,61,2
63,61,2
84,61,2
57,61,3
61,61,3
44,61,4
61,61,4
61,61,5
62,62,1
54,62,2
62,62,2
77,62,2
62,62,3
99,62,3
62,62,4
65,62,4
97,62,4
62,62,5
63,63,1
48,63,2
63,63,2
65,63,2
63,63,3
63,63,4
82,63,4
94,63,4
63,63,5
99,63,5
64,64,1
99,64,1
64,64,2
2,64,3
64,64,3
92,64,3
64,64,4
93,64,4
20,64,5
64,64,5
65,65,1
92,65,1
29,65,2
57,65,2
65,65,2
86,65,2
65,65,3
44,65,4
65,65,4
65,65,5
66,66,1
79,66,1
0,66,2
24,66,2
62,66,2
66,66,2
66,66,3
66,66,4
8,66,5
66,66,5
67,67,1
70,67,1
1,67,2
67,67,2
10,67,3
39,67,3
67,67,3
67,67,4
32,67,5
67,67,5
68,68,1
68,68,2
23,68,3
68,68,3
47,68,4
68,68,4
86,68,4
26,68,5
59,68,5
68,68,5
4,69,1
40,69,1
69,69,1
